"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI_All","TOI_EV","TOI_PP","TOI_SH","EVO_GAR/60","EVD_GAR/60","PPO_GAR/60","SHD_GAR/60","Take_GAR/60","Draw_GAR/60","Off_GAR/60","Def_GAR/60","Pens_GAR/60","GAR/60","WAR/60","SPAR/60"
"Sean Monahan","SEAN.MONAHAN","8477497","17-18","CGY","C","L",1994-10-12,22,2013,1,6,74,1382.5,1062.3,263.4,20.5,0.752,-0.243,0.384,-1.153,0.042,-0.052,0.679,-0.261,-0.01,0.437,0.085,0.163
"Sean Monahan","SEAN.MONAHAN","8477497","18-19","CGY","C","L",1994-10-12,23,2013,1,6,78,1486.3,1185,254.8,2.8,0.45,-0.17,0.896,0.128,0.093,0.022,0.529,-0.17,0.115,0.492,0.092,0.172
"Sean Monahan","SEAN.MONAHAN","8477497","19-20","CGY","C","L",1994-10-12,24,2013,1,6,70,1266.4,1026.5,194.6,3.5,0.161,-0.196,0.494,0.115,0.053,-0.049,0.214,-0.195,0.004,0.052,0.009,0.018
"Sean Monahan","SEAN.MONAHAN","8477497","20-21","CGY","C","L",1994-10-12,25,2013,1,6,50,883,674.3,152.6,24.8,-0.26,0.043,0.576,1.243,0.066,-0.033,-0.106,0.085,0.033,0.001,0,0
"Sean Monahan","SEAN.MONAHAN","8477497","21-22","CGY","C","L",1994-10-12,26,2013,1,6,65,914.1,751.8,147.4,5,-0.304,0.17,-0.019,0.669,-0.009,-0.018,-0.257,0.173,-0.027,-0.136,-0.024,-0.045
"Sean Monahan","SEAN.MONAHAN","8477497","22-23","MTL","C","L",1994-10-12,27,2013,1,6,25,434.2,297.3,78.8,40.6,0.155,0.063,0.798,0.774,0.057,-0.103,0.29,0.149,-0.045,0.321,0.054,0.104
"Sean Monahan","SEAN.MONAHAN","8477497","23-24","MTL","C","L",1994-10-12,28,2013,1,6,49,904.3,643.1,168.8,57.8,0.32,-0.44,1.405,-1.099,0.089,-0.065,0.545,-0.494,0.023,0.13,0.021,0.041
"Sean Monahan","SEAN.MONAHAN","8477497","23-24","WPG","C","L",1994-10-12,28,2013,1,6,34,597.5,430.2,96.8,48.3,0.779,-0.002,0.838,0.594,0.121,-0.091,0.79,0.058,0.029,0.772,0.126,0.246
"Sean Monahan","SEAN.MONAHAN","8477497","24-25","CBJ","C","L",1994-10-12,29,2013,1,6,54,1026.8,772.7,137.4,82.5,0.872,0.022,1.909,0.962,0.019,-0.064,1.029,0.112,-0.045,0.96,0.158,0.299
"Sean O'Donnell","SEAN.O'DONNELL","8458637","08-09","L.A","D","L",1971-10-13,36,1991,6,123,82,1680,1329.9,11.2,320.2,-0.074,0.1,-0.149,0.183,0.078,-0.065,-0.075,0.116,0.013,0.068,0.012,0.024
"Sean O'Donnell","SEAN.O'DONNELL","8458637","09-10","L.A","D","L",1971-10-13,37,1991,6,123,78,1461.6,1204.1,6.3,234.3,0.133,0.113,-0.184,-0.755,-0.011,-0.064,0.131,-0.029,-0.075,0.005,0.001,0.002
"Sean O'Donnell","SEAN.O'DONNELL","8458637","10-11","PHI","D","L",1971-10-13,38,1991,6,123,81,1259.3,1123.8,3.9,128.3,-0.105,-0.184,-0.202,-0.013,0.031,-0.059,-0.106,-0.166,-0.028,-0.287,-0.051,-0.098
"Sean O'Donnell","SEAN.O'DONNELL","8458637","11-12","CHI","D","L",1971-10-13,39,1991,6,123,51,689.1,613.8,0.8,72.4,-0.104,-0.42,-0.023,-0.239,0.002,-0.014,-0.104,-0.401,-0.012,-0.504,-0.088,-0.163
"Sean Walker","SEAN.WALKER","8480336","18-19","L.A","D","R",1994-11-13,23,2013,NA,NA,39,601.8,589.6,5.3,3.5,0.215,0.044,1.004,0.415,0.049,0.025,0.222,0.046,0.074,0.339,0.063,0.119
"Sean Walker","SEAN.WALKER","8480336","19-20","L.A","D","R",1994-11-13,24,2013,NA,NA,70,1318.6,1153.8,56.1,84.8,-0.035,-0.117,1.491,1.008,0.014,-0.01,0.036,-0.04,0.004,-0.001,0,0
"Sean Walker","SEAN.WALKER","8480336","20-21","L.A","D","R",1994-11-13,25,2013,NA,NA,47,853.9,702.2,72.7,60.7,0.265,-0.203,0.394,-0.114,0.006,-0.046,0.277,-0.196,-0.041,0.036,0.007,0.012
"Sean Walker","SEAN.WALKER","8480336","21-22","L.A","D","R",1994-11-13,26,2013,NA,NA,6,110.2,93.7,10.6,5.3,-0.619,0.027,0.135,-1.015,-0.048,-0.061,-0.543,-0.029,-0.109,-0.648,-0.114,-0.216
"Sean Walker","SEAN.WALKER","8480336","22-23","L.A","D","R",1994-11-13,27,2013,NA,NA,70,1038.5,946.9,15.1,67.1,0.12,-0.103,-0.084,-0.297,-0.041,0.022,0.117,-0.116,-0.019,-0.024,-0.004,-0.008
"Sean Walker","SEAN.WALKER","8480336","23-24","COL","D","R",1994-11-13,28,2013,NA,NA,18,323.1,289.7,2.1,28.2,0.488,-0.301,0.162,0.307,-0.163,-0.034,0.486,-0.247,-0.196,-0.001,0,0
"Sean Walker","SEAN.WALKER","8480336","23-24","PHI","D","R",1994-11-13,28,2013,NA,NA,63,1234.2,1033.7,39.9,133.6,0.55,0.123,-1.299,0.869,-0.01,-0.021,0.481,0.209,-0.03,0.586,0.096,0.186
"Sean Walker","SEAN.WALKER","8480336","24-25","CAR","D","R",1994-11-13,29,2013,NA,NA,82,1380.3,1253.9,47.6,67.8,-0.17,0.104,-1.572,-0.083,-0.047,-0.013,-0.221,0.095,-0.06,-0.178,-0.029,-0.055
"Sebastian Aho","SEBASTIAN.AHO","8478427","16-17","CAR","R","L",1997-07-26,19,2015,2,35,82,1376.5,1148.8,179.8,17,0.164,-0.059,0.445,0.512,0.029,0.063,0.202,-0.05,0.092,0.244,0.046,0.089
"Sebastian Aho","SEBASTIAN.AHO","8478427","17-18","CAR","R","L",1997-07-26,20,2015,2,35,78,1397.6,1149.4,205.9,3,0.497,-0.067,0.064,0.007,0.042,0.028,0.431,-0.067,0.07,0.433,0.084,0.161
"Sebastian Aho","SEBASTIAN.AHO","8478427","18-19","CAR","R","L",1997-07-26,21,2015,2,35,82,1652.3,1258.9,242,89.6,0.57,-0.129,0.489,0.5,0.056,0.051,0.557,-0.087,0.107,0.542,0.101,0.19
"Sebastian Aho","SEBASTIAN.AHO","8478427","19-20","CAR","R","L",1997-07-26,22,2015,2,35,68,1320.5,964,189.1,119.6,0.654,-0.289,0.369,-0.198,0.013,0.002,0.607,-0.279,0.014,0.315,0.056,0.108
"Sebastian Aho","SEBASTIAN.AHO","8478427","20-21","CAR","R","L",1997-07-26,23,2015,2,35,56,1089.9,798.8,166.9,87.7,0.535,-0.106,0.625,-0.111,-0.011,0.003,0.551,-0.106,-0.008,0.393,0.071,0.131
"Sebastian Aho","SEBASTIAN.AHO","8478427","21-22","CAR","C/R","L",1997-07-26,24,2015,2,35,79,1497.3,1050.9,233,148.6,0.48,-0.188,0.58,0.428,0.002,0.078,0.498,-0.112,0.08,0.417,0.073,0.139
"Sebastian Aho","SEBASTIAN.AHO","8478427","22-23","CAR","C","L",1997-07-26,25,2015,2,35,75,1462.4,1043.8,238.5,132.2,0.568,0.012,0.593,0.248,-0.006,0.087,0.573,0.038,0.081,0.614,0.104,0.198
"Sebastian Aho","SEBASTIAN.AHO","8478427","23-24","CAR","C","L",1997-07-26,26,2015,2,35,78,1531,1123.5,222,137.1,0.653,-0.063,1.08,0.351,0.021,-0.031,0.723,-0.018,-0.01,0.611,0.1,0.194
"Sebastian Aho","SEBASTIAN.AHO","8478427","24-25","CAR","C","L",1997-07-26,27,2015,2,35,79,1587.9,1112.8,277,134.1,0.517,-0.04,0.439,-0.036,-0.022,0.011,0.502,-0.039,-0.011,0.398,0.066,0.124
"Sebastian Aho (D)","SEBASTIAN.AHO2","8480222","17-18","NYI","D","L",1996-02-17,21,2017,5,139,22,357.4,332.8,20.7,0.1,0.316,-0.272,0.677,0.087,0.041,0.047,0.337,-0.271,0.089,0.17,0.033,0.063
"Sebastian Aho (D)","SEBASTIAN.AHO2","8480222","20-21","NYI","D","L",1996-02-17,24,2017,5,139,3,40,39.2,0.2,0,0.445,-0.634,-0.071,0,-0.161,0.491,0.442,-0.634,0.331,0.146,0.026,0.049
"Sebastian Aho (D)","SEBASTIAN.AHO2","8480222","21-22","NYI","D","L",1996-02-17,25,2017,5,139,36,592.4,560.5,26.9,1.6,0.115,-0.117,0.287,0.422,0.016,0.105,0.123,-0.115,0.122,0.135,0.024,0.045
"Sebastian Aho (D)","SEBASTIAN.AHO2","8480222","22-23","NYI","D","L",1996-02-17,26,2017,5,139,71,1190.7,1085,45.3,37.5,0.146,0.322,0.23,-0.256,0.021,0.093,0.15,0.303,0.115,0.542,0.092,0.175
"Sebastian Aho (D)","SEBASTIAN.AHO2","8480222","23-24","NYI","D","L",1996-02-17,27,2017,5,139,58,950.7,864.6,49,30.7,-0.407,-0.194,-1.101,-1.47,0.073,0.084,-0.444,-0.238,0.157,-0.494,-0.081,-0.157
"Semyon Der-Arguchintsev","SEMYON.DER-ARGUCHINTSEV","8480977","22-23","TOR","C","R",2000-09-15,21,2018,3,76,1,7.3,6.4,0.9,0,0.754,-0.093,0.374,0,0.138,-0.129,0.707,-0.093,0.008,0.634,0.107,0.204
"Sergei Fedorov","SERGEI.FEDOROV","8446788","08-09","WSH","C","L",1969-12-13,38,1989,4,74,52,858.7,653.3,146.9,41,0.523,0.152,0.311,-0.514,-0.107,-0.129,0.484,0.112,-0.237,0.306,0.055,0.106
"Sergei Gonchar","SERGEI.GONCHAR","8458951","08-09","PIT","D","L",1974-04-13,34,1992,1,14,25,630.2,403.5,155.9,61.3,0.66,-0.428,0.752,1.2,0.029,-0.042,0.685,-0.213,-0.013,0.438,0.079,0.153
"Sergei Gonchar","SERGEI.GONCHAR","8458951","09-10","PIT","D","L",1974-04-13,35,1992,1,14,61,1485,975.6,309.4,175.2,0.246,-0.096,1.629,0.606,-0.025,-0.011,0.579,0.011,-0.036,0.473,0.086,0.165
"Sergei Gonchar","SERGEI.GONCHAR","8458951","10-11","OTT","D","L",1974-04-13,36,1992,1,14,67,1553.9,1161,262.6,104.6,-0.088,0.193,0.786,-0.571,0.063,0.008,0.073,0.13,0.071,0.243,0.043,0.083
"Sergei Gonchar","SERGEI.GONCHAR","8458951","11-12","OTT","D","L",1974-04-13,37,1992,1,14,74,1646.7,1260,227.3,134.5,-0.121,-0.048,0.839,0.349,-0.017,-0.055,0.026,-0.01,-0.072,-0.057,-0.01,-0.018
"Sergei Gonchar","SERGEI.GONCHAR","8458951","12-13","OTT","D","L",1974-04-13,38,1992,1,14,45,1080.3,793.3,163.9,100,-0.043,-0.052,-0.052,0.298,0.012,-0.043,-0.045,-0.012,-0.031,-0.081,-0.015,-0.028
"Sergei Gonchar","SERGEI.GONCHAR","8458951","13-14","DAL","D","L",1974-04-13,39,1992,1,14,76,1338.4,1122.4,187.9,17.9,-0.136,-0.13,0.856,-0.801,0.046,-0.009,0.006,-0.14,0.036,-0.077,-0.015,-0.027
"Sergei Gonchar","SERGEI.GONCHAR","8458951","14-15","DAL","D","L",1974-04-13,40,1992,1,14,3,39.1,36.2,1.6,0,0.337,-0.726,0.085,0.245,-0.196,-0.062,0.326,-0.725,-0.258,-0.614,-0.117,-0.223
"Sergei Gonchar","SERGEI.GONCHAR","8458951","14-15","MTL","D","L",1974-04-13,40,1992,1,14,45,810,688,95.3,17.6,-0.167,0.097,0.197,-1.586,0.027,-0.049,-0.123,0.055,-0.022,-0.092,-0.018,-0.034
"Sergei Kostitsyn","SERGEI.KOSTITSYN","8471859","08-09","MTL","L","L",1987-03-20,21,2005,7,200,56,792,593.5,131,56,0.014,-0.045,0.266,0.745,-0.016,-0.042,0.059,0.023,-0.057,0.016,0.003,0.006
"Sergei Kostitsyn","SERGEI.KOSTITSYN","8471859","09-10","MTL","L","L",1987-03-20,22,2005,7,200,47,666,564.8,11.3,81.5,0.196,-0.313,-0.28,0.452,0.097,-0.03,0.186,-0.216,0.067,0.018,0.003,0.006
"Sergei Kostitsyn","SERGEI.KOSTITSYN","8471859","10-11","NSH","L","L",1987-03-20,23,2005,7,200,77,1169.6,978.1,144.1,26.9,0.545,-0.28,1.624,2.91,0.057,-0.042,0.683,-0.194,0.015,0.503,0.09,0.172
"Sergei Kostitsyn","SERGEI.KOSTITSYN","8471859","11-12","NSH","L","L",1987-03-20,24,2005,7,200,75,1235.1,1052.6,93.2,67.5,0.17,0.043,0.135,0.239,0.015,-0.066,0.167,0.055,-0.052,0.153,0.027,0.05
"Sergei Kostitsyn","SERGEI.KOSTITSYN","8471859","12-13","NSH","L","L",1987-03-20,25,2005,7,200,46,768.4,622.5,79.4,55.5,0.138,0.051,1.357,-0.17,0.05,-0.041,0.276,0.033,0.009,0.291,0.054,0.1
"Sergei Plotnikov","SERGEI.PLOTNIKOV","8478928","15-16","ARI","L","L",1990-06-03,25,2008,NA,NA,13,134.8,133.5,0.2,0,-0.58,-0.453,0.009,0,-0.029,0.042,-0.579,-0.453,0.013,-1.01,-0.195,-0.375
"Sergei Plotnikov","SERGEI.PLOTNIKOV","8478928","15-16","PIT","L","L",1990-06-03,25,2008,NA,NA,32,309.8,299.4,5,4.6,-0.322,0.044,-0.501,0.15,-0.131,0.083,-0.325,0.046,-0.049,-0.323,-0.062,-0.12
"Sergei Samsonov","SERGEI.SAMSONOV","8466035","08-09","CAR","L","R",1978-10-27,29,1997,1,8,81,1402.6,1117.5,265,3.4,0.139,-0.368,1.295,-0.258,0.074,-0.045,0.36,-0.368,0.029,0.09,0.016,0.031
"Sergei Samsonov","SERGEI.SAMSONOV","8466035","09-10","CAR","L","R",1978-10-27,30,1997,1,8,71,943.4,773.8,162.7,0.3,0.27,-0.108,0.015,-1.242,-0.004,-0.071,0.226,-0.108,-0.075,0.06,0.011,0.021
"Sergei Samsonov","SERGEI.SAMSONOV","8466035","10-11","CAR","L","R",1978-10-27,31,1997,1,8,57,803.7,654.8,145,0.2,0.346,-0.017,0.515,-0.598,0.077,-0.087,0.377,-0.017,-0.01,0.351,0.063,0.12
"Sergei Samsonov","SERGEI.SAMSONOV","8466035","10-11","FLA","L","R",1978-10-27,31,1997,1,8,20,384.6,312.4,62,4.1,0.054,-0.137,-0.125,-1.7,0.13,-0.003,0.024,-0.157,0.127,0.022,0.004,0.007
"Sergei Shirokov","SERGEI.SHIROKOV","8473488","09-10","VAN","R","R",1986-03-10,23,2006,6,163,6,77,66.1,10.5,0,-1.091,-0.168,-0.131,0,0.016,0.665,-0.959,-0.168,0.681,-0.419,-0.076,-0.146
"Sergei Shirokov","SERGEI.SHIROKOV","8473488","10-11","VAN","L","R",1986-03-10,24,2006,6,163,2,20.6,19.9,0.7,0,0.414,0.113,0.471,0,0.16,0.408,0.416,0.113,0.569,1.094,0.195,0.375
"Sergei Zubov","SERGEI.ZUBOV","8458494","08-09","DAL","D","R",1970-07-22,38,1990,5,85,10,242.9,175.6,48.1,16.3,0.316,-0.073,-0.632,1.142,0.176,0.023,0.112,0.03,0.199,0.325,0.059,0.113
"Sergey Kalinin","SERGEY.KALININ","8478566","15-16","N.J","C","L",1991-03-17,24,2009,NA,NA,78,1039.8,904.8,100.5,18.8,0.005,-0.104,-1.477,1.553,-0.003,0.054,-0.143,-0.07,0.051,-0.15,-0.029,-0.056
"Sergey Kalinin","SERGEY.KALININ","8478566","16-17","N.J","C","L",1991-03-17,25,2009,NA,NA,43,550.1,444.4,18.1,84.8,-0.622,0.306,-2.199,-0.344,0.009,-0.049,-0.684,0.202,-0.041,-0.422,-0.079,-0.154
"Sergey Tolchinsky","SERGEY.TOLCHINSKY","8477566","15-16","CAR","L","L",1995-02-03,20,2013,NA,NA,2,23.6,23.6,0,0,0.21,0.218,0,0,0.141,-0.131,0.21,0.218,0.01,0.438,0.084,0.162
"Sergey Tolchinsky","SERGEY.TOLCHINSKY","8477566","16-17","CAR","L","L",1995-02-03,21,2013,NA,NA,2,23,22.8,0.1,0,0.26,-0.505,-0.053,0,0.135,-0.125,0.259,-0.505,0.011,-0.233,-0.044,-0.085
"Seth Griffith","SETH.GRIFFITH","8476495","14-15","BOS","C","R",1993-01-04,21,2012,5,131,30,403.3,349.4,51.8,0.5,-0.127,-0.041,0.811,-0.092,0.078,-0.102,-0.006,-0.041,-0.024,-0.065,-0.012,-0.024
"Seth Griffith","SETH.GRIFFITH","8476495","15-16","BOS","C","R",1993-01-04,22,2012,5,131,4,39.9,32.2,7.7,0,-0.616,-0.312,2.036,0,-0.408,-0.131,-0.106,-0.312,-0.539,-0.897,-0.173,-0.333
"Seth Griffith","SETH.GRIFFITH","8476495","16-17","FLA","C","R",1993-01-04,23,2012,5,131,21,277.2,245.9,29.7,0,0.304,-0.055,1.698,0.045,0.008,-0.007,0.455,-0.055,0.001,0.404,0.076,0.147
"Seth Griffith","SETH.GRIFFITH","8476495","16-17","TOR","C","R",1993-01-04,23,2012,5,131,3,28.4,26,2.4,0,-0.439,0.117,0.034,0,0.135,-0.125,-0.399,0.117,0.011,-0.281,-0.053,-0.102
"Seth Griffith","SETH.GRIFFITH","8476495","17-18","BUF","C","R",1993-01-04,24,2012,5,131,21,221.9,206.5,13.8,0,-0.71,0.127,-0.137,-0.171,-0.014,-0.042,-0.674,0.127,-0.055,-0.607,-0.118,-0.226
"Seth Griffith","SETH.GRIFFITH","8476495","21-22","EDM","C","R",1993-01-04,28,2012,5,131,1,5.6,5.6,0,0,1.35,-0.213,0,0,0.132,-0.121,1.35,-0.213,0.011,1.148,0.202,0.383
"Seth Helgeson","SETH.HELGESON","8475274","14-15","N.J","D","L",1990-10-08,23,2009,4,114,22,296.2,268.5,0.1,25.2,0.31,-0.095,0.247,1.987,0.019,-0.062,0.31,0.084,-0.042,0.322,0.061,0.117
"Seth Helgeson","SETH.HELGESON","8475274","15-16","N.J","D","L",1990-10-08,24,2009,4,114,19,265.2,253.9,0,9.4,-0.763,-0.263,0.297,0.535,-0.065,-0.023,-0.763,-0.234,-0.088,-1.05,-0.203,-0.39
"Seth Helgeson","SETH.HELGESON","8475274","16-17","N.J","D","L",1990-10-08,25,2009,4,114,9,121.2,112,0,9.2,0.284,0.181,0,-0.326,0.128,-0.061,0.284,0.142,0.068,0.472,0.089,0.172
"Seth Jarvis","SETH.JARVIS","8482093","21-22","CAR","C","R",2002-02-01,19,2020,1,13,68,943.5,839.9,92,0.8,0.699,0.132,0.338,-0.275,0.03,-0.004,0.663,0.131,0.026,0.798,0.14,0.266
"Seth Jarvis","SETH.JARVIS","8482093","22-23","CAR","C","R",2002-02-01,20,2020,1,13,82,1329,1124.3,167.1,12.8,0.201,0.212,-0.381,0.321,0.088,-0.011,0.126,0.213,0.077,0.382,0.065,0.123
"Seth Jarvis","SETH.JARVIS","8482093","23-24","CAR","C","R",2002-02-01,21,2020,1,13,81,1518.8,1083.4,232.6,164.4,0.701,0.255,1.018,0.248,0.075,0.015,0.757,0.254,0.09,0.954,0.156,0.303
"Seth Jarvis","SETH.JARVIS","8482093","24-25","CAR","C","R",2002-02-01,22,2020,1,13,73,1413,975.8,244.3,133.2,0.215,0.316,0.351,0.373,0.08,0.049,0.242,0.323,0.129,0.592,0.097,0.185
"Seth Jones","SETH.JONES","8477495","13-14","NSH","D","R",1994-10-03,18,2013,1,4,77,1510.3,1218.9,148.4,127.5,-0.197,0.034,1.26,-0.453,0.053,0.015,-0.039,-0.012,0.068,0.022,0.004,0.008
"Seth Jones","SETH.JONES","8477495","14-15","NSH","D","R",1994-10-03,19,2013,1,4,82,1630.4,1295,179,136.9,-0.037,0.143,0.244,0.06,0.064,0.033,-0.003,0.135,0.097,0.214,0.041,0.078
"Seth Jones","SETH.JONES","8477495","15-16","CBJ","D","R",1994-10-03,20,2013,1,4,41,1002.5,771.8,106.5,98.3,-0.012,-0.471,0.329,0.839,0.066,0.083,0.029,-0.323,0.148,-0.106,-0.021,-0.039
"Seth Jones","SETH.JONES","8477495","15-16","NSH","D","R",1994-10-03,20,2013,1,4,40,785.7,616.1,95.5,63.3,-0.422,0.162,-0.662,-0.079,0.062,0.051,-0.454,0.14,0.113,-0.178,-0.034,-0.066
"Seth Jones","SETH.JONES","8477495","16-17","CBJ","D","R",1994-10-03,21,2013,1,4,75,1755.1,1428.6,125.3,155.2,0.026,0.098,1.163,0.501,0.058,-0.001,0.118,0.137,0.057,0.285,0.054,0.104
"Seth Jones","SETH.JONES","8477495","17-18","CBJ","D","R",1994-10-03,22,2013,1,4,78,1918.9,1525.7,211,139.3,0.034,0.021,0.752,0.121,0.055,0.038,0.121,0.029,0.094,0.229,0.045,0.085
"Seth Jones","SETH.JONES","8477495","18-19","CBJ","D","R",1994-10-03,23,2013,1,4,75,1936.7,1541.5,173.1,167.3,0.134,-0.033,-0.217,-0.111,0.053,-0.007,0.099,-0.041,0.046,0.098,0.018,0.034
"Seth Jones","SETH.JONES","8477495","19-20","CBJ","D","R",1994-10-03,24,2013,1,4,56,1415.7,1102,141.6,131.4,0.073,0.02,0.387,0.632,0.05,-0.027,0.109,0.086,0.022,0.193,0.034,0.066
"Seth Jones","SETH.JONES","8477495","20-21","CBJ","D","R",1994-10-03,25,2013,1,4,56,1412.7,1149.6,108.5,109.7,-0.072,-0.185,0.052,-0.509,0.017,-0.023,-0.061,-0.214,-0.006,-0.251,-0.045,-0.084
"Seth Jones","SETH.JONES","8477495","21-22","CHI","D","R",1994-10-03,26,2013,1,4,78,2044.7,1592.3,257.3,144.8,-0.139,0.157,0.749,0.143,0.062,-0.009,-0.015,0.155,0.053,0.171,0.03,0.057
"Seth Jones","SETH.JONES","8477495","22-23","CHI","D","R",1994-10-03,27,2013,1,4,72,1760.7,1337.4,229.8,136.7,0.056,0.048,0.094,1.403,0.05,-0.008,0.061,0.174,0.043,0.243,0.041,0.078
"Seth Jones","SETH.JONES","8477495","23-24","CHI","D","R",1994-10-03,28,2013,1,4,67,1707.4,1287.1,212.4,145.3,0.076,0.112,-0.049,0.148,0.022,-0.038,0.058,0.115,-0.017,0.131,0.021,0.042
"Seth Jones","SETH.JONES","8477495","24-25","CHI","D","R",1994-10-03,29,2013,1,4,42,1029.2,779.6,98.8,106.8,0.35,-0.19,1.83,0.808,0.034,-0.027,0.516,-0.07,0.007,0.388,0.064,0.121
"Seth Jones","SETH.JONES","8477495","24-25","FLA","D","R",1994-10-03,29,2013,1,4,21,523.2,392.4,55.4,56.2,-0.637,-0.059,1.313,1.085,0.081,-0.037,-0.396,0.084,0.044,-0.223,-0.037,-0.07
"Shakir Mukhamadullin","SHAKIR.MUKHAMADULLIN","8482166","23-24","S.J","D","L",2002-01-10,21,2020,1,20,3,63.5,57.7,4,0.2,-0.494,-0.174,0.935,-0.163,-0.217,-0.063,-0.401,-0.174,-0.28,-0.83,-0.136,-0.264
"Shakir Mukhamadullin","SHAKIR.MUKHAMADULLIN","8482166","24-25","S.J","D","L",2002-01-10,22,2020,1,20,30,542,481.6,19.3,35.2,-0.319,0.199,2.651,1.985,0.06,-0.02,-0.205,0.321,0.039,0.157,0.026,0.049
"Shane Bowers","SHANE.BOWERS","8480032","22-23","COL","C","L",1999-07-30,23,2017,1,28,1,1.8,1.8,0,0,0.152,-0.036,0,0,0.138,-0.129,0.152,-0.036,0.008,0.125,0.021,0.04
"Shane Bowers","SHANE.BOWERS","8480032","23-24","N.J","C","L",1999-07-30,24,2017,1,28,8,75.7,75.5,0.1,0,0.049,0.199,0.165,0,0.137,-0.126,0.05,0.199,0.01,0.258,0.042,0.082
"Shane Bowers","SHANE.BOWERS","8480032","24-25","N.J","C","L",1999-07-30,25,2017,1,28,4,33,32.5,0,0.5,0.017,-0.211,0,-0.115,0.125,-0.112,0.017,-0.209,0.013,-0.179,-0.03,-0.056
"Shane Doan","SHANE.DOAN","8462038","08-09","ARI","R","R",1976-10-10,31,1995,1,7,81,1642.6,1193.5,310.2,102.8,0.381,-0.013,0.627,-0.787,0.04,-0.047,0.432,-0.074,-0.007,0.33,0.06,0.115
"Shane Doan","SHANE.DOAN","8462038","09-10","ARI","R","R",1976-10-10,32,1995,1,7,82,1570.7,1201.6,269.9,66.3,0.428,0.105,-0.417,0.881,0.051,0.007,0.273,0.146,0.059,0.432,0.078,0.15
"Shane Doan","SHANE.DOAN","8462038","10-11","ARI","R","R",1976-10-10,33,1995,1,7,72,1388.9,1055.7,268.4,36.9,0.338,-0.043,0.147,1.066,-0.039,-0.018,0.299,-0.006,-0.057,0.224,0.04,0.077
"Shane Doan","SHANE.DOAN","8462038","11-12","ARI","R","R",1976-10-10,34,1995,1,7,79,1547.4,1203,250.2,69.2,0.159,0.025,0.192,0.531,0.041,-0.009,0.165,0.053,0.032,0.23,0.04,0.074
"Shane Doan","SHANE.DOAN","8462038","12-13","ARI","R","R",1976-10-10,35,1995,1,7,48,866.6,715.3,129.8,8.8,0.452,-0.069,-0.728,-0.408,-0.045,-0.004,0.271,-0.073,-0.049,0.154,0.029,0.053
"Shane Doan","SHANE.DOAN","8462038","13-14","ARI","R","R",1976-10-10,36,1995,1,7,69,1306.9,1082.6,195.5,2.7,0.386,-0.035,1.794,-0.279,0.071,-0.035,0.602,-0.036,0.036,0.594,0.113,0.211
"Shane Doan","SHANE.DOAN","8462038","14-15","ARI","R","R",1976-10-10,37,1995,1,7,79,1491.7,1202,201.7,53.1,0.145,-0.211,0.678,0.259,-0.02,-0.013,0.221,-0.191,-0.033,0.015,0.003,0.005
"Shane Doan","SHANE.DOAN","8462038","15-16","ARI","R","R",1976-10-10,38,1995,1,7,72,1266.8,966.7,214.2,50,0.509,-0.072,0.626,0.861,-0.031,-0.075,0.53,-0.026,-0.106,0.367,0.071,0.136
"Shane Doan","SHANE.DOAN","8462038","16-17","ARI","R","R",1976-10-10,39,1995,1,7,74,1113.4,977.3,114.6,0,0.064,0.05,-0.392,-0.425,-0.04,-0.045,0.016,0.05,-0.085,-0.026,-0.005,-0.009
"Shane Gersich","SHANE.GERSICH","8478063","17-18","WSH","C","L",1996-07-10,21,2014,5,134,3,27,27,0,0,0.27,0.535,0,0,0.137,-0.129,0.27,0.535,0.008,0.814,0.159,0.303
"Shane Harper","SHANE.HARPER","8475597","16-17","FLA","R","R",1989-02-01,27,2007,NA,NA,14,144.2,143,0.3,0.2,-0.194,-0.025,-0.187,0.082,-0.004,0.088,-0.194,-0.025,0.084,-0.133,-0.025,-0.049
"Shane Hnidy","SHANE.HNIDY","8460661","08-09","BOS","D","R",1975-11-08,32,1994,7,173,64,1001.6,886.2,35.8,72.3,0.137,-0.205,-0.306,-1.078,0.102,0.037,0.12,-0.271,0.139,-0.009,-0.002,-0.003
"Shane Hnidy","SHANE.HNIDY","8460661","09-10","MIN","D","R",1975-11-08,33,1994,7,173,70,947.8,855.7,50.7,35.6,-0.155,-0.163,-0.044,-0.594,0.013,0.033,-0.149,-0.18,0.046,-0.265,-0.048,-0.092
"Shane Hnidy","SHANE.HNIDY","8460661","10-11","BOS","D","R",1975-11-08,34,1994,7,173,3,44.3,43.3,0,1,-1.111,-0.765,0,0.523,-0.139,-0.067,-1.111,-0.735,-0.206,-2.027,-0.362,-0.694
"Shane O'Brien","SHANE.O'BRIEN","8470839","08-09","T.B","D","L",1983-08-09,25,2003,8,250,1,14.1,9,0,5.1,-0.102,0.04,0,-0.089,0.176,-0.078,-0.102,-0.006,0.097,0.026,0.005,0.009
"Shane O'Brien","SHANE.O'BRIEN","8470839","08-09","VAN","D","L",1983-08-09,25,2003,8,250,75,1123.5,1022.4,8.6,80.9,0.211,0.197,0.675,-0.279,-0.144,0.001,0.214,0.162,-0.143,0.213,0.038,0.074
