"Player","EH_ID","API ID","Season","Team","Position","Shoots","Birthday","Age","Draft Yr","Draft Rd","Draft Ov","GP","TOI","G/60","A1/60","A2/60","Points/60","iSF/60","iFF/60","iCF/60","ixG/60","Sh%","FSh%","xFSh%","iBLK/60","GIVE/60","TAKE/60","iHF/60","iHA/60","iPENT2/60","iPEND2/60","iPENT5/60","iPEND5/60","iPEN±/60","FOW/60","FOL/60","FO±/60"
"Shawn Thornton","SHAWN.THORNTON","8465978","11-12","BOS","L","R",1977-07-23,34,1997,7,190,81,735.02,0.33,0.57,0.08,0.98,8.98,12,14.86,0.67,3.64,2.72,5.57,0.98,0.49,1.55,7.43,4.9,1.31,0.82,1.63,1.55,-0.57,1.22,1.8,-0.57
"Shawn Thornton","SHAWN.THORNTON","8465978","12-13","BOS","L","R",1977-07-23,35,1997,7,190,45,363.95,0.49,0.16,0.49,1.15,9.07,11.87,16.16,0.62,5.45,4.17,5.25,2.14,0.49,1.81,12.69,6.1,0.82,0.66,1.32,1.32,-0.16,1.15,1.65,-0.49
"Shawn Thornton","SHAWN.THORNTON","8465978","13-14","BOS","L","R",1977-07-23,36,1997,7,190,64,558.95,0.54,0.11,0.11,0.75,9.88,13.53,15.99,0.58,5.43,3.97,4.29,2.04,1.07,1.4,11.92,4.29,0.64,0.32,1.07,1.07,-0.32,0.32,0.64,-0.32
"Shawn Thornton","SHAWN.THORNTON","8465978","14-15","FLA","L","R",1977-07-23,37,1997,7,190,46,434.85,0.14,0.14,0.41,0.69,7.31,9.38,11.73,0.45,1.89,1.47,4.76,0.69,0.69,1.38,12.69,4.28,1.24,0.28,0.83,0.83,-0.97,0.41,1.24,-0.83
"Shawn Thornton","SHAWN.THORNTON","8465978","15-16","FLA","L","R",1977-07-23,38,1997,7,190,50,428.3,0.14,0.56,0,0.7,7.99,10.65,12.19,0.41,1.75,1.32,3.88,0.28,0.56,1.26,10.23,2.8,1.96,0.98,0.84,0.84,-0.98,0.84,0.98,-0.14
"Shawn Thornton","SHAWN.THORNTON","8465978","16-17","FLA","L","R",1977-07-23,39,1997,7,190,50,374.78,0.32,0,0.32,0.64,6.56,9.61,12.49,0.46,4.88,3.33,4.75,1.28,1.28,1.28,8.32,2.4,1.76,1.12,0.8,0.8,-0.64,0.8,1.6,-0.8
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","14-15","PHI","D","L",1993-04-20,21,2012,3,78,2,20.72,0,0,0,0,5.79,11.58,14.48,0.23,0,0,2,2.9,5.79,0,0,2.9,0,0,0,0,0,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","15-16","PHI","D","L",1993-04-20,22,2012,3,78,64,1005.2,0.54,0.6,0.24,1.37,5.01,7.64,11.52,0.28,10.71,7.03,3.7,3.28,2.63,1.49,1.55,2.33,0.72,0.78,0,0,0.06,0.06,0,0.06
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","16-17","PHI","D","L",1993-04-20,23,2012,3,78,76,1166.57,0.15,0.1,0.31,0.57,6.48,9.82,13.89,0.31,2.38,1.57,3.14,4.32,2.73,0.82,1.9,2.62,0.62,0.77,0,0,0.15,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","17-18","PHI","D","L",1993-04-20,24,2012,3,78,78,1354.6,0.22,0.4,0.53,1.15,5.63,8.42,11.83,0.22,3.94,2.63,2.66,4.78,2.17,0.89,2.21,1.73,0.35,0.66,0.04,0.04,0.31,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","18-19","PHI","D","L",1993-04-20,25,2012,3,78,78,1221.3,0.25,0.29,0.49,1.03,5.21,7.22,10.22,0.25,4.72,3.4,3.46,4.72,2.31,0.79,1.92,2.6,0.25,0.49,0,0,0.25,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","19-20","PHI","D","L",1993-04-20,26,2012,3,78,42,643.72,0.28,0,0.28,0.56,4.75,6.52,9.23,0.17,5.88,4.29,2.63,3.17,2.33,0.84,1.03,2.7,0.65,1.03,0,0,0.37,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","20-21","PHI","D","L",1993-04-20,27,2012,3,78,41,683.82,0.35,0.35,0.26,0.97,4.56,6.93,10.88,0.18,7.69,5.06,2.62,3.42,1.84,0.7,1.58,3.51,0.18,0.53,0,0,0.35,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","21-22","ARI","D","L",1993-04-20,28,2012,3,78,82,1477.1,0.49,0.32,0.49,1.3,4.51,6.42,9.02,0.19,10.81,7.59,2.99,4.02,2.84,1.54,2.19,2.97,0.45,0.69,0,0,0.24,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","22-23","ARI","D","L",1993-04-20,29,2012,3,78,52,941.73,0.32,0.45,0.25,1.02,4.91,6.94,9.81,0.22,6.49,4.59,3.19,3.82,2.48,1.27,1.91,2.87,0.45,0.83,0,0,0.38,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","22-23","CAR","D","L",1993-04-20,29,2012,3,78,23,328.8,0,0,0.73,0.73,4.2,8.03,13.32,0.22,0,0,2.68,2.92,1.82,1.28,1.82,3.28,0.36,1.28,0,0,0.91,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","23-24","DET","D","L",1993-04-20,30,2012,3,78,81,1205.9,0.35,0.45,0.35,1.14,4.18,6.02,9.2,0.21,8.33,5.79,3.41,3.13,1.29,0.7,1.29,2.04,0.25,1,0,0,0.75,0,0,0
"Shayne Gostisbehere","SHAYNE.GOSTISBEHERE","8476906","24-25","CAR","D","L",1993-04-20,31,2012,3,78,70,1008.98,0.18,0.24,0.48,0.89,4.46,7.97,12.79,0.24,4,2.24,2.96,3.15,3.87,1.49,2.32,2.91,0.83,0.42,0,0,-0.42,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","15-16","ANA","D","L",1995-08-03,20,2013,1,26,19,283.92,0.21,0.63,0.21,1.06,2.75,4.65,7.4,0.16,7.69,4.55,3.55,3.8,3.17,1.48,1.06,3.38,0.21,0.63,0,0,0.42,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","16-17","ANA","D","L",1995-08-03,21,2013,1,26,34,477.15,0.13,0.5,0.13,0.75,6.29,8.05,11.44,0.28,2,1.56,3.48,3.4,3.52,0.5,1.51,2.64,1.26,0.5,0,0,-0.75,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","17-18","VGK","D","L",1995-08-03,22,2013,1,26,61,1040.42,0.29,0.58,0.17,1.04,6.86,8.71,11.88,0.33,4.2,3.31,3.8,3.69,1.9,1.38,1.61,3.69,0.35,0.35,0,0,0,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","18-19","VGK","D","L",1995-08-03,23,2013,1,26,79,1361.88,0.35,0.48,0.31,1.15,6.74,9.21,14.19,0.29,5.23,3.83,3.1,3.74,2.38,2.95,1.19,4.58,0.4,0.4,0,0,0,0.04,0,0.04
"Shea Theodore","SHEA.THEODORE","8477447","19-20","VGK","D","L",1995-08-03,24,2013,1,26,71,1321.85,0.5,0.18,0.54,1.23,7.72,10.98,16.07,0.37,6.47,4.55,3.4,2.86,2.09,2.36,0.86,4.49,0.32,0.18,0.05,0.05,-0.14,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","20-21","VGK","D","L",1995-08-03,25,2013,1,26,53,992.97,0.48,0.36,0.73,1.57,7.37,10.03,15.89,0.37,6.56,4.82,3.68,2.6,1.93,1.33,1.09,2.48,0.36,0.3,0,0,-0.06,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","21-22","VGK","D","L",1995-08-03,26,2013,1,26,78,1534.27,0.39,0.51,0.39,1.29,6.8,8.96,13.53,0.34,5.75,4.37,3.83,3.6,2.03,2.11,1.37,4.61,0.31,0.31,0,0,0,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","22-23","VGK","D","L",1995-08-03,27,2013,1,26,55,1026.3,0.35,0.64,0.88,1.87,6.37,8.71,13.62,0.33,5.5,4.03,3.83,4.74,1.29,1.52,0.76,3.57,0.41,0.41,0,0,0,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","23-24","VGK","D","L",1995-08-03,28,2013,1,26,47,862.53,0.21,0.9,0.56,1.67,5.98,8.63,15.03,0.28,3.49,2.42,3.23,5.22,1.32,1.74,0.63,3.27,0.21,0.21,0,0,0,0,0,0
"Shea Theodore","SHEA.THEODORE","8477447","24-25","VGK","D","L",1995-08-03,29,2013,1,26,67,1244.97,0.19,0.72,0.58,1.49,4.72,6.89,12.58,0.2,4.08,2.8,2.9,3.42,4.63,1.3,0.19,3.95,0.58,0.19,0,0,-0.39,0,0,0
"Shea Weber","SHEA.WEBER","8470642","08-09","NSH","D","R",1985-08-14,23,2003,2,49,81,1419.57,0.46,0.55,0.3,1.31,5.96,8.75,11.41,0.24,7.8,5.31,2.78,3.17,1.06,0.59,6.93,2.66,0.85,0.46,0.13,0.17,-0.34,0,0,0
"Shea Weber","SHEA.WEBER","8470642","09-10","NSH","D","R",1985-08-14,24,2003,2,49,78,1403.52,0.38,0.26,0.3,0.94,5.98,10.09,13.38,0.27,6.43,3.81,2.63,3.68,1.58,1.11,6.54,2.52,0.3,0.26,0.09,0.09,-0.04,0,0,0
"Shea Weber","SHEA.WEBER","8470642","10-11","NSH","D","R",1985-08-14,25,2003,2,49,82,1570.02,0.31,0.46,0.31,1.07,6.5,9.52,12.31,0.27,4.71,3.21,2.82,3.48,1.57,1.91,6.76,3.36,0.65,0.38,0,0,-0.27,0,0,0
"Shea Weber","SHEA.WEBER","8470642","11-12","NSH","D","R",1985-08-14,26,2003,2,49,78,1552.15,0.19,0.43,0.23,0.85,5.64,8.47,11.09,0.27,3.42,2.28,3.2,4.6,1.24,1.47,6.15,2.4,0.62,0.19,0,0,-0.43,0,0,0
"Shea Weber","SHEA.WEBER","8470642","12-13","NSH","D","R",1985-08-14,27,2003,2,49,48,958.67,0.31,0.25,0.31,0.88,4.76,6.88,9.39,0.26,6.58,4.55,3.78,5.26,1.82,0.75,6.45,2.13,0.38,0.69,0.06,0.06,0.31,0,0,0
"Shea Weber","SHEA.WEBER","8470642","13-14","NSH","D","R",1985-08-14,28,2003,2,49,79,1627.4,0.33,0.22,0.41,0.96,4.72,7.41,9.88,0.19,7.03,4.48,2.58,4.65,1.62,1.07,5.31,1.66,0.77,0.29,0,0,-0.48,0,0,0
"Shea Weber","SHEA.WEBER","8470642","14-15","NSH","D","R",1985-08-14,29,2003,2,49,78,1575.58,0.34,0.19,0.53,1.07,6.02,8.19,11.81,0.2,5.7,4.19,2.47,4.04,1.56,0.76,5.56,2.17,0.8,0.38,0.08,0.08,-0.42,0,0,0
"Shea Weber","SHEA.WEBER","8470642","15-16","NSH","D","R",1985-08-14,30,2003,2,49,78,1462.1,0.16,0.41,0.29,0.86,4.8,7.39,10.26,0.16,3.42,2.22,2.18,4.8,1.23,0.37,6.03,2.13,0.33,0.21,0.04,0.04,-0.12,0,0,0
"Shea Weber","SHEA.WEBER","8470642","16-17","MTL","D","R",1985-08-14,31,2003,2,49,78,1435.17,0.21,0.17,0.33,0.71,4.85,7.44,11.91,0.15,4.31,2.81,1.97,4.39,2.47,0.29,5.06,3.51,0.46,0.17,0,0,-0.29,0,0,0
"Shea Weber","SHEA.WEBER","8470642","17-18","MTL","D","R",1985-08-14,32,2003,2,49,26,473.12,0.51,0.38,0.38,1.27,6.09,9.13,13.32,0.23,8.33,5.56,2.57,4.82,2.16,0.63,7.61,3.17,0.51,0.51,0,0,0,0,0,0
"Shea Weber","SHEA.WEBER","8470642","18-19","MTL","D","R",1985-08-14,33,2003,2,49,58,1015.55,0.53,0.41,0.53,1.48,7.03,10.63,14.95,0.22,7.56,5,2.04,4.49,2.78,0.41,6.91,2.36,0.65,0.12,0,0,-0.53,0,0,0
"Shea Weber","SHEA.WEBER","8470642","19-20","MTL","D","R",1985-08-14,34,2003,2,49,65,1161.08,0.41,0.41,0.26,1.09,7.03,10.8,14.21,0.24,5.88,3.83,2.2,3.93,3.1,0.52,5.22,2.95,0.62,0.41,0.05,0.05,-0.21,0,0,0
"Shea Weber","SHEA.WEBER","8470642","20-21","MTL","D","R",1985-08-14,35,2003,2,49,48,811.78,0.15,0.3,0.15,0.59,5.47,7.54,11.46,0.15,2.7,1.96,1.96,3.18,3.25,0.67,4.43,3.25,0.67,0.15,0.07,0.07,-0.52,0,0,0
"Shean Donovan","SHEAN.DONOVAN","8459450","08-09","OTT","R","R",1975-01-22,33,1993,2,28,65,502.2,0.6,0.48,0.12,1.19,6.81,9.2,10.75,0.76,8.77,6.49,8.29,1.91,0.96,2.27,2.39,7.29,1.08,1.31,0.24,0.24,0.24,0.48,0.6,-0.12
"Shean Donovan","SHEAN.DONOVAN","8459450","09-10","OTT","R","R",1975-01-22,34,1993,2,28,30,219.4,0.55,0.27,0.55,1.37,6.29,7.66,9.57,0.51,8.7,7.14,6.68,0,1.09,1.09,5.74,4.38,1.37,0.55,1.09,1.09,-0.82,0,1.37,-1.37
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","08-09","ANA","D","R",1980-10-03,27,1999,NA,NA,29,375.57,0.16,0,0.48,0.64,3.83,5.27,9.27,0.11,4.17,3.03,2.03,2.08,1.28,1.12,3.99,7.03,1.28,0.64,0.8,0.8,-0.64,0,0,0
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","08-09","N.J","D","R",1980-10-03,27,1999,NA,NA,15,125.9,0,0,0,0,2.86,5.24,6.67,0.27,0,0,5.18,3.81,0,0.95,5.24,4.29,1.91,0.48,1.43,1.43,-1.43,0,0,0
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","09-10","ANA","D","R",1980-10-03,28,1999,NA,NA,66,913.6,0,0.53,0.07,0.59,3.55,5.06,7.49,0.11,0,0,2.1,3.28,1.18,0.66,5.52,7.03,1.12,0.79,0.53,0.46,-0.39,0,0,0
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","10-11","ANA","D","R",1980-10-03,29,1999,NA,NA,40,446.45,0,0,0,0,3.76,5.24,8.06,0.18,0,0,3.44,3.63,0.94,0.13,7.12,7.26,1.08,1.08,0.81,0.81,0,0,0,0
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","11-12","ANA","D","R",1980-10-03,30,1999,NA,NA,80,1089.4,0.17,0.17,0.33,0.66,2.64,4.74,6.99,0.11,6.25,3.49,2.38,4.68,1.38,0.61,6.11,6.99,0.61,0.33,0.39,0.39,-0.28,0,0,0
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","12-13","CHI","D","R",1980-10-03,31,1999,NA,NA,26,314.47,0,0,0,0,4.39,6.87,9.54,0.19,0,0,2.69,6.11,2.67,1.53,5.15,7.63,1.53,0.57,0.19,0.19,-0.95,0,0.19,-0.19
"Sheldon Brookbank","SHELDON.BROOKBANK","8469992","13-14","CHI","D","R",1980-10-03,32,1999,NA,NA,48,591.18,0.2,0.51,0,0.71,4.16,6.19,9.34,0.18,4.88,3.28,2.97,3.25,1.62,0.61,6.5,9.44,0.61,0.61,0.61,0.61,0,0,0,0
"Sheldon Dries","SHELDON.DRIES","8480326","18-19","COL","C","L",1994-04-23,24,2012,NA,NA,40,318.07,0.38,0.38,0.19,0.94,7.55,9.62,11.88,0.64,5,3.92,6.69,3.21,1.32,0.94,11.7,3.58,1.51,0.94,0,0,-0.57,9.62,9.81,-0.19
"Sheldon Dries","SHELDON.DRIES","8480326","19-20","COL","C","L",1994-04-23,25,2012,NA,NA,5,33.7,0,0,0,0,3.56,5.34,10.68,0.2,0,0,3.67,1.78,1.78,0,26.71,7.12,0,0,0,0,0,7.12,3.56,3.56
"Sheldon Dries","SHELDON.DRIES","8480326","20-21","COL","C","L",1994-04-23,26,2012,NA,NA,3,22.57,0,0,0,0,2.66,5.32,13.29,1.17,0,0,22,0,0,2.66,15.95,2.66,5.32,2.66,0,0,-2.66,0,2.66,-2.66
"Sheldon Dries","SHELDON.DRIES","8480326","21-22","VAN","C","L",1994-04-23,27,2012,NA,NA,11,102.72,0.58,0.58,0,1.17,9.35,14.02,15.19,0.92,6.25,4.17,6.54,2.92,0.58,1.17,5.26,7.59,0,0.58,0,0,0.58,3.5,6.43,-2.92
"Sheldon Dries","SHELDON.DRIES","8480326","22-23","VAN","C","L",1994-04-23,28,2012,NA,NA,63,603.57,0.6,0.2,0.3,1.09,7.65,9.84,12.53,0.71,7.79,6.06,7.17,3.78,1.49,0.4,7.85,2.68,0.4,0.89,0.3,0.3,0.5,19.58,20.28,-0.7
"Sheldon Rempal","SHELDON.REMPAL","8480776","18-19","L.A","R","R",1995-08-07,23,2013,NA,NA,7,59.18,0,0,0,0,3.04,6.08,6.08,0.21,0,0,3.5,1.01,4.06,0,0,5.07,0,3.04,0,0,3.04,0,0,0
"Sheldon Rempal","SHELDON.REMPAL","8480776","20-21","CAR","R","R",1995-08-07,25,2013,NA,NA,3,24.68,0,0,0,0,7.29,9.72,12.16,0.75,0,0,7.75,7.29,2.43,2.43,0,2.43,0,0,0,0,0,0,2.43,-2.43
"Sheldon Rempal","SHELDON.REMPAL","8480776","21-22","VAN","R","R",1995-08-07,26,2013,NA,NA,1,9.18,0,0,0,0,13.07,13.07,13.07,0.72,0,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sheldon Rempal","SHELDON.REMPAL","8480776","22-23","VGK","R","R",1995-08-07,27,2013,NA,NA,1,7.73,0,0,0,0,0,0,7.76,0,0,0,0,0,0,0,0,15.52,0,0,0,0,0,0,0,0
"Sheldon Rempal","SHELDON.REMPAL","8480776","23-24","VGK","R","R",1995-08-07,28,2013,NA,NA,9,85.05,0.71,0,0.71,1.41,10.58,13.4,14.81,1.07,6.67,5.26,8,2.12,0,1.41,0,9.88,1.41,1.41,0,0,0,0,0,0
"Sheldon Souray","SHELDON.SOURAY","8460561","08-09","EDM","D","L",1976-07-13,32,1994,3,71,81,1297.1,0.42,0.42,0.42,1.25,6.29,9.25,13.18,0.23,6.62,4.5,2.44,2.08,3.15,1.34,3.05,1.67,1.34,0.51,0.19,0.23,-0.79,0,0,0
"Sheldon Souray","SHELDON.SOURAY","8460561","09-10","EDM","D","L",1976-07-13,33,1994,3,71,37,620.83,0.39,0.29,0.19,0.87,7.25,10.82,14.59,0.3,5.33,3.57,2.8,2.32,3.96,2.32,4.45,1.06,0.97,0.77,0.19,0.19,-0.19,0,0,0
"Sheldon Souray","SHELDON.SOURAY","8460561","11-12","DAL","D","L",1976-07-13,35,1994,3,71,64,1020.57,0.18,0.24,0.29,0.71,7.76,10.88,14.99,0.2,2.27,1.62,1.82,3.94,1.41,0.88,3,2.7,1.53,0.29,0,0,-1.23,0,0,0
"Sheldon Souray","SHELDON.SOURAY","8460561","12-13","ANA","D","L",1976-07-13,36,1994,3,71,44,720.15,0.33,0.08,0.33,0.75,4.42,5.33,9.08,0.11,7.55,6.25,2.14,3.67,2.17,0.58,2.33,1.67,1.33,0.33,0.17,0.17,-1,0,0,0
"Sidney Crosby","SIDNEY.CROSBY","8471675","08-09","PIT","C","L",1987-08-07,21,2005,1,1,77,1173.73,1.23,1.18,0.51,2.91,8.08,10.89,13.09,0.84,15.19,11.27,7.68,1.84,2.71,2.04,3.27,4.35,1.07,1.74,0.05,0.05,0.66,27.76,28.01,-0.26
"Sidney Crosby","SIDNEY.CROSBY","8471675","09-10","PIT","C","L",1987-08-07,22,2005,1,1,80,1246.37,1.68,1.11,0.53,3.32,10.21,13.43,15.84,0.95,16.51,12.54,7.04,1.59,2.31,1.78,2.7,3.8,1.16,1.3,0.05,0.05,0.14,32.21,26.96,5.25
"Sidney Crosby","SIDNEY.CROSBY","8471675","10-11","PIT","C","L",1987-08-07,23,2005,1,1,41,636.13,1.98,1.23,0.75,3.96,10.28,13.49,16.51,0.99,19.27,14.69,7.34,1.79,1.6,1.32,2.64,4.15,1.04,1.98,0.09,0.09,0.94,34.52,28.01,6.51
"Sidney Crosby","SIDNEY.CROSBY","8471675","11-12","PIT","C","L",1987-08-07,24,2005,1,1,22,310.55,1.16,2.32,1.35,4.83,9.47,11.59,15.26,0.95,12.24,10,8.23,1.35,1.16,1.74,2.13,3.28,1.16,1.16,0,0,0,32.27,33.23,-0.97
"Sidney Crosby","SIDNEY.CROSBY","8471675","12-13","PIT","C","L",1987-08-07,25,2005,1,1,36,562.07,1.28,1.92,0.85,4.06,9.71,12.81,15.59,1.09,13.19,10,8.51,1.81,2.24,1.39,2.24,3.52,0.75,1.71,0,0,0.96,33.09,30.21,2.88
"Sidney Crosby","SIDNEY.CROSBY","8471675","13-14","PIT","C","L",1987-08-07,26,2005,1,1,80,1336.62,0.99,1.03,0.54,2.56,7.99,10.86,13.2,0.79,12.36,9.09,7.3,1.17,1.53,1.71,1.89,3.37,0.99,1.12,0,0,0.13,30.66,29.58,1.08
"Sidney Crosby","SIDNEY.CROSBY","8471675","14-15","PIT","C","L",1987-08-07,27,2005,1,1,77,1199.2,0.8,1,0.6,2.4,8.81,11.86,14.06,0.86,9.09,6.75,7.25,1.1,1.85,1.65,3.05,4.9,0.7,1.05,0.05,0.05,0.35,29.42,30.12,-0.7
"Sidney Crosby","SIDNEY.CROSBY","8471675","15-16","PIT","C","L",1987-08-07,28,2005,1,1,80,1269.82,0.99,0.99,0.61,2.6,8.27,11.62,15.12,0.84,12,8.54,7.2,1.56,1.61,1.8,3.78,4.77,0.8,0.9,0,0,0.09,35.58,33.08,2.5
"Sidney Crosby","SIDNEY.CROSBY","8471675","16-17","PIT","C","L",1987-08-07,29,2005,1,1,75,1180.83,1.37,1.07,0.51,2.95,9.3,11.64,14.99,0.96,14.75,11.79,8.22,1.27,2.69,1.78,4.01,4.06,0.46,0.81,0,0,0.36,32.27,36.79,-4.52
"Sidney Crosby","SIDNEY.CROSBY","8471675","17-18","PIT","C","L",1987-08-07,30,2005,1,1,82,1322.73,0.68,0.68,0.45,1.81,8.12,11.11,13.29,0.87,8.38,6.12,7.82,1.45,2.81,1.63,3.27,2.68,0.73,0.68,0,0,-0.05,35.06,31.84,3.22
"Sidney Crosby","SIDNEY.CROSBY","8471675","18-19","PIT","C","L",1987-08-07,31,2005,1,1,79,1302.93,0.97,1.47,0.51,2.95,7.69,10.18,12.34,0.89,12.57,9.5,8.72,1.75,2.26,2.12,3.73,3.64,0.6,0.78,0,0,0.18,35.73,29.7,6.03
"Sidney Crosby","SIDNEY.CROSBY","8471675","19-20","PIT","C","L",1987-08-07,32,2005,1,1,41,636.2,1.04,1.23,0.47,2.73,7.92,10.19,11.51,0.76,13.1,10.19,7.43,1.51,2.07,2.26,2.07,2.83,0.28,0.94,0.09,0.09,0.66,35.08,28.2,6.88
"Sidney Crosby","SIDNEY.CROSBY","8471675","20-21","PIT","C","L",1987-08-07,33,2005,1,1,55,910.12,0.92,0.79,0.33,2.04,7.58,10.02,11.93,0.75,12.17,9.21,7.51,1.85,2.77,2.9,2.7,3.36,0.73,0.66,0,0,-0.07,35.8,30.13,5.67
"Sidney Crosby","SIDNEY.CROSBY","8471675","21-22","PIT","C","L",1987-08-07,34,2005,1,1,69,1098.38,0.87,0.93,0.44,2.24,7.98,10.71,12.78,0.84,10.96,8.16,7.87,1.75,2.19,1.8,2.57,3.5,0.71,0.66,0,0,-0.05,32.45,31.41,1.04
"Sidney Crosby","SIDNEY.CROSBY","8471675","22-23","PIT","C","L",1987-08-07,35,2005,1,1,82,1275.03,1.08,0.99,0.66,2.73,8.56,11.86,14.78,0.96,12.64,9.13,8.08,2.02,2.73,2.54,3.29,3.67,0.61,0.8,0,0,0.19,35.58,32.28,3.29
"Sidney Crosby","SIDNEY.CROSBY","8471675","23-24","PIT","C","L",1987-08-07,36,2005,1,1,82,1281.73,1.08,1.17,0.47,2.72,9.13,12.78,15.68,1.03,11.79,8.42,8.1,1.54,1.97,3.14,4.26,1.92,0.56,1.17,0,0,0.61,38.81,28.37,10.44
"Sidney Crosby","SIDNEY.CROSBY","8471675","24-25","PIT","C","L",1987-08-07,37,2005,1,1,80,1316,0.82,1.05,0.78,2.64,7.25,11.26,13.72,0.88,11.32,7.29,7.81,1.64,3.19,1.09,2.74,1.55,0.5,0.64,0.05,0.05,0.14,37.2,28.95,8.25
"Simon Benoit","SIMON.BENOIT","8481122","20-21","ANA","D","L",1998-09-19,21,2017,NA,NA,6,92.92,0,0,0,0,1.94,3.87,5.17,0.09,0,0,2.33,5.17,0.65,0,12.27,1.94,0.65,0,0,0,-0.65,0,0,0
"Simon Benoit","SIMON.BENOIT","8481122","21-22","ANA","D","L",1998-09-19,22,2017,NA,NA,53,702.57,0.09,0.09,0.26,0.43,3.76,5.38,7.34,0.16,2.27,1.59,2.95,3.16,1.71,0.6,13.83,7.52,0.51,0.09,0.17,0.17,-0.43,0,0,0
"Simon Benoit","SIMON.BENOIT","8481122","22-23","ANA","D","L",1998-09-19,23,2017,NA,NA,78,1247.3,0.14,0.05,0.24,0.43,3.56,5.34,7.89,0.15,4.05,2.7,2.9,4.33,1.49,0.29,9.57,4.62,0.82,0.29,0.1,0.1,-0.53,0,0,0
"Simon Benoit","SIMON.BENOIT","8481122","23-24","TOR","D","L",1998-09-19,24,2017,NA,NA,64,982.68,0,0.06,0.18,0.24,2.99,4.46,7.27,0.09,0,0,2.12,4.82,1.4,0.85,13.74,9.59,0.98,0.67,0.18,0.18,-0.31,0,0,0
"Simon Benoit","SIMON.BENOIT","8481122","24-25","TOR","D","L",1998-09-19,25,2017,NA,NA,78,1110.87,0.05,0.16,0.27,0.49,2.32,3.62,5.24,0.07,2.33,1.49,2.03,4.48,3.51,0.86,10.05,6.86,1.19,0.49,0.16,0.16,-0.7,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","11-12","PIT","D","L",1991-07-27,20,2009,1,30,18,224.12,0,0.27,0.54,0.8,3.48,6.16,8.57,0.21,0,0,3.39,3.75,1.61,1.34,4.82,7.76,0.54,0,0,0,-0.54,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","12-13","PIT","D","L",1991-07-27,21,2009,1,30,33,456.57,0.26,0.26,0.26,0.79,3.68,4.6,7.1,0.12,7.14,5.71,2.6,3.68,1.97,0.53,5.91,6.96,1.18,0.13,0,0,-1.05,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","13-14","PIT","D","L",1991-07-27,22,2009,1,30,34,516.25,0,0.23,0.23,0.46,4.3,5.23,8.25,0.13,0,0,2.49,4.65,1.74,1.16,7.79,6.97,1.39,0.81,0,0,-0.58,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","14-15","ANA","D","L",1991-07-27,23,2009,1,30,16,270.43,0.22,0.67,0.44,1.33,5.77,7.77,10.43,0.19,3.85,2.86,2.4,3.11,1.33,1.11,9.32,6.66,1.77,0.67,0,0,-1.11,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","14-15","PIT","D","L",1991-07-27,23,2009,1,30,59,894.63,0.13,0.47,0.47,1.07,4.76,6.71,10.33,0.16,2.82,2,2.43,4.96,1.54,0.4,11.87,8.45,1.34,0.74,0.27,0.34,-0.54,0,0.07,-0.07
"Simon Despres","SIMON.DESPRES","8475155","15-16","ANA","D","L",1991-07-27,24,2009,1,30,32,541.57,0,0,0.11,0.11,2.99,4.65,6.76,0.16,0,0,3.36,6.43,2.55,1.11,7.09,4.99,0.33,0.22,0,0,-0.11,0,0,0
"Simon Despres","SIMON.DESPRES","8475155","16-17","ANA","D","L",1991-07-27,25,2009,1,30,1,9.47,0,0,0,0,0,6.34,6.34,0.13,0,0,2,6.34,0,0,0,6.34,0,0,0,0,0,0,0,0
